protein1,protein2,combined_score
4163,660,300
4163,3271,300
4163,1386,300
4163,3735,499
4163,5354,499
4163,1260,499
4163,3320,300
4163,1049,499
4163,2623,499
4163,1101,813
4163,3489,300
4163,819,300
4163,310,195
4163,3463,499
4165,2885,463
4165,2658,315
4165,3413,167
4165,2993,159
4165,1809,315
4165,2482,315
4165,5370,156
4165,1976,315
4165,2503,167
4166,5865,982
4166,3111,420
4166,1397,412
4166,1867,938
4166,3665,638
4166,4665,171
4166,2072,953
4166,2499,199
4166,4973,585
4166,2063,265
4166,2733,199
4166,4806,611
4166,5382,420
4170,5169,404
4170,5216,156
4170,5310,315
4170,4885,156
4170,3459,299
4170,4475,351
4170,3664,378
4170,4967,449
4170,536,290
4170,1556,243
4170,5379,315
4170,3310,448
4170,2366,203
4170,5787,626
4170,2287,347
4170,2537,211
4170,5501,381
4170,2904,315
4170,213,203
4170,150,315
4170,2030,315
4170,1001,246
4170,1072,247
4170,3611,171
4170,2964,290
4171,5550,226
4171,5810,315
4171,150,315
4171,5553,467
4171,2264,461
4171,3010,315
4172,1340,958
4172,880,600
4172,3537,999
4172,1401,999
4172,1775,982
4172,3716,600
4172,4600,600
4172,3665,600
4172,2276,933
4172,3841,600
4172,3899,671
4172,481,998
4172,1441,315
4172,5944,600
4172,323,156
4172,2785,600
4172,4447,985
4172,1976,356
4175,2030,315
4175,3588,315
4175,854,173
4175,1875,315
4177,4363,258
4177,4808,216
4177,1844,283
4177,4675,246
4177,4888,277
4177,654,247
4177,1023,262
4177,1776,340
4177,4572,338
4177,2716,299
4177,1711,268
4177,5397,270
4177,766,226
4177,2363,562
4177,2807,247
4177,3749,402
4177,1516,414
4177,828,367
4177,5818,302
4177,5850,354
4177,1917,241
4177,4869,364
4177,4958,196
4177,2860,258
4177,5833,364
4177,2805,323
4177,4619,247
4177,3568,171
4177,3504,258
4177,2802,403
4177,3291,354
4177,3010,315
4177,5864,247
4177,2167,249
4177,4715,299
4177,2994,258
4177,1758,258
4177,694,302
4177,1586,299
4177,150,362
4177,3453,286
4177,5215,218
4177,3934,216
4177,3671,259
4177,516,408
4177,3058,354
4177,611,258
4177,3219,200
4177,5704,249
4177,912,206
4177,5084,226
4177,629,226
4177,5443,221
4177,310,262
4177,4261,340
4177,4899,374
4177,5306,404
4177,5392,403
4177,1976,332
4177,2357,228
4177,1106,241
4177,5230,210
4177,2004,291
4177,2261,218
4177,5317,206
4177,2297,365
4177,752,260
4177,3876,259
4177,4030,249
4177,646,374
4177,2707,203
4177,3481,249
4177,2045,364
4177,1103,302
4177,2030,326
4177,1843,354
4177,5460,200
4177,4299,302
4177,3802,183
4180,3903,315
4180,4189,444
4180,5231,355
4180,1989,150
4180,1041,152
4180,5094,333
4180,5309,315
4180,1286,436
4180,4716,173
4180,3862,293
4180,4790,197
4180,2902,183
4180,4001,315
4180,808,172
4180,3523,817
4180,3864,315
4180,4869,333
4180,263,199
4180,5902,838
4180,2344,153
4180,1724,213
4180,1725,208
4180,1835,322
4180,3845,325
4180,1121,242
4180,5554,264
4180,4276,295
4180,1732,495
4180,3015,185
4180,4343,162
4180,4261,557
4180,3443,206
4180,1658,173
4180,2350,343
4180,1220,173
4180,1776,560
4180,1866,219
4180,1652,353
4180,5236,466
4180,5022,242
4180,4308,213
4180,5369,155
4180,4536,173
4180,2904,315
4180,1101,393
4180,1031,208
4180,4568,483
4180,5813,212
4180,1809,491
4180,1962,274
4180,5730,152
4180,847,185
4180,2188,540
4180,4572,563
4180,4725,173
4180,1493,315
4180,4083,359
4180,1949,179
4180,23,361
4180,1114,202
4180,3684,976
4180,5350,410
4180,5199,315
4180,720,330
4180,2965,247
4180,5379,315
4180,2264,303
4180,3950,315
4180,400,214
4180,2993,286
4180,5928,302
4180,5264,187
4180,5742,472
4180,3402,211
4180,2045,333
4180,5068,556
4180,555,622
4180,1061,291
4180,1304,212
4180,1142,271
4180,1522,776
4180,2857,315
4180,5596,214
4180,3341,702
4180,66,325
4180,5192,186
4180,3802,177
4180,152,734
4180,2273,315
4180,1739,355
4180,5143,242
4180,3209,177
4180,730,242
4180,671,219
4180,1971,241
4180,1907,152
4180,4751,308
4180,307,498
4180,149,463
4180,2006,150
4180,5697,291
4180,3833,540
4180,936,402
4180,2995,185
4180,699,152
4180,3524,173
4180,942,173
4180,4502,177
4180,2901,189
4180,3611,177
4180,1499,177
4180,3588,315
4180,1588,165
4180,3177,315
4180,2600,211
4180,3969,179
4180,4365,171
4180,5844,282
4180,4351,315
4180,405,219
4180,1120,450
4180,5109,156
4180,193,353
4180,2820,320
4180,4916,152
4180,3310,363
4180,5833,333
4180,5039,286
4180,2591,171
4180,2714,212
4180,5644,530
4180,4639,173
4180,2261,195
4180,4229,485
4180,4620,169
4180,2310,315
4180,5728,322
4180,4414,338
4180,1468,238
4180,5759,325
4181,5429,159
4181,2192,290
4181,4528,284
4181,2542,403
4181,4057,156
4181,2482,315
4181,2690,290
4181,5810,315
4181,4746,156
4181,1775,288
4181,2457,288
4181,2884,156
4181,1873,157
4181,4257,208
4181,4667,455
4181,3358,317
4181,2294,284
4181,2139,291
4181,5310,315
4181,158,216
4181,4347,349
4181,2561,317
4181,25,284
4181,1690,188
4181,5674,288
4181,2966,317
4181,2148,273
4181,1809,495
4181,2658,315
4181,1511,208
4181,5352,156
4181,4455,156
4181,3333,156
4181,1314,317
4181,1571,288
4181,1976,315
4183,2482,483
4183,1971,499
4183,2928,564
4183,2772,315
4183,3041,413
4183,4502,282
4183,3611,322
4183,1499,276
4183,2623,499
4183,1260,982
4183,4428,197
4183,310,313
4183,5089,754
4183,2115,773
4183,200,505
4183,2217,197
4183,828,315
4183,5719,315
4183,2090,499
4183,1917,299
4183,1593,300
4183,3271,519
4183,819,891
4183,150,315
4183,2218,197
4183,3240,499
4183,1106,303
4183,1114,169
4183,23,321
4183,1673,534
4183,4163,499
4183,1207,315
4183,5264,315
4183,5354,499
4183,660,499
4183,1049,499
4183,3320,522
4183,261,315
4183,1858,315
4183,4796,315
4183,1023,313
4183,1690,629
4183,2210,160
4183,2295,499
4183,1995,519
4183,752,287
4183,5109,499
4183,3735,300
4183,1386,523
4183,3772,167
4183,1809,326
4183,3843,197
4183,3007,250
4183,3463,300
4183,2414,187
4183,2658,439
4183,3489,507
4186,2364,999
4186,3612,631
4186,888,449
4186,1561,999
4186,3832,853
4186,812,783
4186,3138,208
4186,2267,227
4186,2482,999
4186,2824,877
4186,2246,999
4186,1744,999
4186,1907,999
4186,784,999
4186,2825,404
4186,4967,179
4186,36,183
4186,901,630
4186,3611,879
4186,3402,999
4186,1499,218
4186,4502,199
4186,1698,613
4186,416,217
4186,1588,217
4186,2434,663
4186,1260,177
4186,699,999
4186,2993,226
4186,2004,332
4186,1358,999
4186,2808,286
4186,4542,999
4186,1858,999
4186,4536,608
4186,1872,999
4186,1614,315
4186,5270,999
4186,5633,463
4186,5035,598
4186,3456,870
4186,5068,199
4186,5231,999
4186,5457,301
4186,2139,217
4186,404,720
4186,4028,708
4186,1041,373
4186,3864,315
4186,160,999
4186,5366,999
4186,5464,999
4186,3450,217
4186,2689,611
4186,746,252
4186,1976,315
4186,2273,315
4186,5364,999
4186,3607,217
4186,1120,315
4186,1739,315
4186,1386,365
4186,3802,922
4186,1809,999
4186,308,248
4186,2753,999
4186,2205,173
4186,150,315
4186,2658,999
4186,4790,373
4186,819,179
4186,5863,999
4186,4868,217
4189,3591,231
4189,5321,173
4189,3833,999
4189,5833,207
4189,843,385
4189,1756,222
4189,2818,637
4189,3845,413
4189,2373,214
4189,2995,637
4189,1468,999
4189,5534,179
4189,5310,315
4189,4592,210
4189,2802,232
4189,845,195
4189,3888,241
4189,1776,442
4189,2045,236
4189,1118,412
4189,4180,444
4189,5392,224
4189,5089,192
4189,831,637
4189,1142,740
4189,4440,177
4189,1061,157
4189,141,173
4189,2902,637
4189,4638,224
4189,619,173
4189,2801,325
4189,4869,236
4189,3061,902
4189,1976,315
4189,2188,988
4189,273,241
4190,4395,720
4190,5517,999
4190,3611,240
4190,1499,917
4190,4502,281
4190,2369,720
4190,1027,818
4190,1147,478
4190,5365,288
4190,3802,240
4190,2577,633
4190,4008,720
4190,4731,207
4190,91,546
4190,1320,978
4190,841,376
4190,2463,159
4190,150,315
4190,2808,720
4190,1424,179
4190,3896,540
4190,45,667
4190,1709,720
4190,843,256
4190,2408,720
4190,3373,720
4190,679,875
4190,5822,720
4190,1718,720
4190,5068,649
4190,3591,495
4190,1228,159
4190,2819,720
4191,2917,183
4191,154,193
4191,2169,177
4191,1448,173
4191,3773,183
4191,5845,179
4191,1635,177
4191,2623,175
4191,5534,177
4191,1591,193
4191,5879,200
4191,5029,200
4191,5437,175
4191,2190,185
4191,2298,183
4191,2559,173
4193,1074,984
4193,626,315
4193,2819,600
4193,4579,600
4193,563,315
4193,1673,315
4193,4465,978
4193,4656,222
4193,3531,600
4193,1718,600
4193,3291,600
4193,2297,600
4193,4119,158
4193,5822,600
4193,2896,600
4193,828,627
4193,1441,315
4193,1218,600
4193,39,286
4193,1928,612
4193,2600,600
4193,2718,286
4193,4110,997
4193,1094,978
4193,1766,600
4193,1009,600
4193,4796,315
4193,5322,222
4193,3858,600
4193,4210,978
4193,5306,600
4193,3319,600
4193,5084,600
4193,4501,315
4193,2363,313
4193,4456,987
4193,5004,286
4193,1686,600
4193,2715,292
4193,1712,161
4193,1836,212
4193,795,600
4193,5592,660
4193,1976,315
4193,5794,600
4193,384,600
4193,4929,305
4193,1103,319
4193,4959,600
4193,1967,999
4193,5264,600
4193,5950,600
4193,2117,600
4193,5850,645
4193,1698,315
4194,2974,231
4194,1135,400
4194,200,321
4194,1748,345
4194,4331,403
4194,1102,461
4194,4665,250
4194,2904,315
4194,4796,315
4194,1074,301
4194,2152,288
4194,4271,914
4194,3402,288
4195,4291,195
4195,3876,315
4195,3971,650
4195,5400,198
4195,1809,463
4195,3532,315
4195,1820,650
4195,5804,400
4195,3588,315
4195,752,315
4195,3887,650
4195,3023,650
4195,1342,315
4195,36,171
4195,3749,325
4195,1004,953
4195,2534,315
4195,4534,650
4195,2482,315
4195,2143,650
4195,3527,650
4198,2999,997
4198,1778,295
4198,786,156
4198,5787,995
4198,775,321
4198,1516,535
4198,4583,702
4198,2411,321
4198,4582,237
4198,4356,277
4198,238,684
4198,318,685
4198,3310,294
4198,4796,315
4198,3377,319
4198,3787,327
4198,3010,448
4198,116,321
4200,258,169
4200,5857,343
4200,2264,208
4200,150,315
4200,5556,177
4200,4493,187
4200,2030,315
4200,4882,169
4200,5939,186
4200,1976,315
4200,3384,169
4200,2571,531
4200,5719,315
4200,2918,343
4200,1357,343
4200,4792,183
4200,721,216
4200,1991,207
4200,1673,153
4200,3546,343
4200,5420,528
4200,2292,183
4200,4331,169
4200,5186,343
4201,1376,641
4201,876,655
4201,4915,358
4201,4348,655
4201,312,655
4201,4019,655
4201,3267,655
4201,1600,655
4201,3969,627
4201,5342,641
4201,4631,521
4201,4665,177
4201,5892,655
4201,4370,655
4201,3999,290
4201,5811,410
4201,3423,521
4201,2001,655
4201,5308,295
4201,3270,206
4201,3700,641
4201,1220,962
4201,402,315
4201,4119,641
4201,5621,843
4201,5068,199
4201,1427,655
4201,3648,274
4201,4035,641
4201,749,655
4201,1516,311
4201,4386,206
4201,5263,254
4201,3241,177
4201,1976,315
4201,191,655
4201,5571,410
4201,5738,655
4201,3895,655
4201,1679,655
4201,1165,280
4201,5076,655
4201,2095,187
4201,156,229
4201,3788,177
4201,3818,655
4201,3222,483
4201,2661,655
4201,150,405
4201,2040,655
4201,5276,262
4201,2597,410
4201,3616,641
4201,954,655
4201,1562,321
4201,5570,655
4201,3410,410
4201,5280,655
4201,3526,641
4201,3802,843
4201,2605,198
4201,3687,290
4201,780,997
4201,1620,655
4201,5281,187
4201,421,655
4201,4985,229
4201,5580,655
4201,3194,410
4201,972,272
4201,1665,521
4201,5632,641
4201,1838,843
4201,4709,410
4201,2465,655
4201,2824,655
4201,765,295
4201,1674,274
4201,3070,290
4201,1651,655
4201,411,655
4201,2257,655
4201,2145,641
4201,3214,483
4201,4730,254
4201,185,295
4201,5414,655
4201,627,410
4201,36,183
4201,2604,280
4201,563,346
4201,203,521
4201,893,222
4201,4617,655
4201,5851,999
4201,3433,633
4201,4471,655
4201,4843,655
4201,677,404
4201,2361,302
4201,5862,655
4201,341,177
4201,4645,655
4201,1499,199
4201,3611,290
4201,739,404
4201,2747,655
4201,4502,199
4201,1490,222
4201,3069,410
4201,1770,641
4201,3412,641
4201,5293,410
4201,261,655
4201,1510,254
4201,144,655
4201,2195,655
4201,4914,274
4201,5395,633
4201,4994,843
4201,2136,655
4201,2732,655
4201,4620,655
4201,4343,843
4201,330,229
4201,2419,843
4201,3878,298
4201,1295,298
4201,1836,655
4203,150,315
4203,4269,440
4203,843,286
4203,2825,286
4204,150,315
4204,4796,315
4205,2606,588
4205,2041,707
4205,4226,295
4205,1698,465
4205,3069,156
4205,3570,286
4205,1662,438
4205,3864,230
4205,904,448
4205,2518,644
4205,332,159
4205,5464,680
4205,1156,442
4205,1672,305
4205,36,183
4205,4499,438
4205,3344,644
4205,5605,286
4205,150,315
4205,1663,437
4205,5100,400
4205,5928,446
4205,201,438
4205,1744,481
4205,3772,183
4205,822,690
4205,33,866
4205,3177,438
4205,730,502
4205,1487,438
4209,150,315
4209,1875,315
4209,4796,315
4209,2030,307
4210,238,197
4210,4456,988
4210,2623,206
4210,4448,495
4210,1967,992
4210,3517,186
4210,3219,206
4210,1026,336
4210,5850,208
4210,1843,156
4210,2336,291
4210,4193,978
4210,332,291
4210,214,336
4210,4909,173
4210,4582,197
4210,4465,978
4210,4656,213
4210,2090,187
4210,1005,173
4210,3531,175
4210,4583,197
4210,1074,978
4210,3058,156
4210,1971,291
4210,5437,206
4210,2297,215
4210,5743,665
4210,1094,998
4210,2087,483
4210,4110,992
4210,2357,208
4210,2363,317
4210,3310,197
4210,5322,213
4210,5306,408
4210,3816,682
4210,3319,627
4211,41,781
4211,232,720
4211,783,720
4211,5310,315
4211,2534,315
4211,2309,540
4211,150,315
4211,3117,720
4211,5542,968
4211,740,159
4211,781,720
4211,3242,720
4211,4705,720
4211,3665,293
4212,1976,315
4212,150,315
4212,1606,171
4212,2562,286
4213,1319,181
4213,201,420
4213,4792,497
4213,2172,197
4213,50,210
4213,3134,153
4213,411,421
4213,5379,315
4213,2203,173
4213,3496,329
4213,1925,171
4213,1712,389
4213,3950,302
4213,1726,186
4213,2526,183
4213,2361,203
4213,950,369
4213,3948,462
4213,1775,198
4213,5809,191
4213,1082,173
4213,4308,159
4213,465,301
4213,4568,600
4213,1101,644
4213,1232,153
4213,3772,203
4213,955,155
4213,847,321
4213,3024,489
4213,1724,159
4213,1123,301
4213,2986,181
4213,2184,173
4213,295,181
4213,238,332
4213,731,200
4213,5294,177
4213,4343,153
4213,3752,257
4213,1569,173
4213,2939,288
4213,614,173
4213,3749,316
4213,5094,519
4213,5313,319
4213,3340,173
4213,4142,202
4213,2363,209
4213,1638,177
4213,5580,421
4213,5281,181
4213,2470,162
4213,1719,181
4213,247,211
4213,1976,331
4213,3849,153
4213,3964,189
4213,5930,177
4213,3528,489
4213,721,191
4213,4916,301
4213,1410,193
4213,1904,203
4213,1908,498
4213,2818,177
4213,658,153
4213,3310,332
4213,5164,177
4213,3426,181
4213,1305,156
4213,3609,258
4213,5810,166
4213,2381,181
4213,4414,299
4213,5728,299
4213,3753,181
4213,5890,204
4213,3069,155
4213,3554,173
4213,133,150
4213,5555,153
4213,2739,203
4213,3568,155
4213,4660,375
4213,2265,203
4213,2095,155
4213,2964,297
4213,898,203
4213,4469,190
4213,4442,155
4213,2336,177
4213,4835,340
4213,4583,332
4213,3707,181
4213,1971,177
4213,307,490
4213,2721,177
4213,2622,192
4213,3588,483
4213,2462,177
4213,5673,381
4213,775,187
4213,1974,173
4213,1875,166
4213,150,516
4213,1363,252
4213,5667,624
4213,5455,150
4213,1739,301
4213,3924,200
4213,2273,689
4213,5609,319
4213,4904,153
4213,4050,173
4213,2030,166
4213,3051,181
4214,3588,235
4214,1305,175
4214,1712,252
4214,5810,235
4214,2718,338
4214,36,175
4214,3288,230
4214,1976,315
4214,4930,749
4214,680,543
4214,2030,235
4214,2470,252
4214,3772,191
4214,1875,235
4214,4831,406
4214,1614,350
4214,5094,173
4214,5524,242
4217,5120,315
4217,1523,980
4217,4999,288
4217,205,315
4217,34,288
4217,4796,315
4217,4650,222
4217,4558,755
4217,663,169
4217,5084,309
4217,912,238
4217,3934,283
4217,4056,358
4217,5215,524
4217,1525,315
4217,2996,181
4217,1441,315
4217,4912,286
4217,764,591
4217,2274,999
4217,877,299
4217,1953,590
4217,5669,615
4217,3103,216
4217,4808,283
4217,2571,319
4217,5313,349
4217,828,315
4217,2180,358
4217,2168,828
4217,2741,503
4217,4583,315
4217,364,200
4217,5317,238
4217,4347,286
4217,4475,315
4217,563,315
4217,2790,199
4217,5649,732
4217,5366,315
4217,1571,294
4217,4572,315
4217,3342,617
4217,1491,714
4217,305,998
4217,1158,286
4217,2495,600
4217,4050,214
4217,664,974
4217,2765,315
4217,4013,453
4217,1976,315
4217,3480,984
4217,4255,499
4217,1284,336
4217,535,600
4217,2196,286
4217,871,928
4217,2481,600
4217,2537,288
4217,4434,315
4217,1778,315
4217,5928,263
4217,1476,564
4217,150,315
4217,766,309
4217,3453,951
4217,261,315
4217,1511,771
4217,4892,315
4217,2204,315
4217,2131,600
4217,4661,754
4217,3862,266
4217,2261,524
4217,5434,600
4220,3678,156
4220,1441,315
4220,1308,425
4220,5310,315
4220,956,183
4220,335,315
4220,1593,158
4220,3342,173
4220,5127,304
4220,308,208
4220,4147,511
4220,4659,365
4220,563,315
4220,2193,156
4220,2462,217
4220,3962,315
4220,4498,511
4220,1668,404
4221,5231,315
4221,1776,613
4221,1723,153
4221,642,153
4221,5523,724
4221,263,153
4221,3591,197
4221,2667,153
4221,968,197
4221,2482,315
4221,647,345
4221,1809,463
4221,2136,374
4221,3950,315
4221,2904,315
4221,2658,315
4221,5434,169
4221,3051,485
4221,4319,191
4221,619,152
4221,4666,636
4221,2771,443
4221,5534,177
4221,384,286
4221,2837,699
4221,5461,315
4221,1120,390
4225,5390,401
4225,2264,220
4225,2885,466
4225,2685,401
4225,3971,431
4225,4985,214
4225,330,214
4225,950,165
4225,1227,288
4225,156,167
4225,3588,315
4225,2320,250
4225,1092,216
4225,670,250
4225,335,315
4225,3841,690
4225,1444,652
4225,649,459
4225,41,402
4225,5310,315
4225,1114,250
4225,833,317
4225,5807,155
4225,783,315
4226,94,303
4226,3122,213
4226,4746,179
4226,1976,315
4226,4205,295
4226,1103,297
4226,4335,183
4226,1591,304
4226,5496,296
4226,36,179
4226,1071,190
4226,1516,296
4226,900,304
4226,2148,191
4226,2006,208
4227,1976,315
4227,3774,426
4228,4064,173
4228,150,315
4228,4796,315
4228,3310,315
4229,4428,206
4229,238,296
4229,2208,846
4229,47,179
4229,766,218
4229,2623,203
4229,4275,201
4229,602,311
4229,2982,501
4229,1260,343
4229,2202,598
4229,3155,483
4229,2974,801
4229,3443,256
4229,1158,400
4229,906,400
4229,3588,407
4229,1711,305
4229,3049,311
4229,1367,152
4229,2901,846
4229,5517,457
4229,1882,242
4229,3362,252
4229,412,177
4229,3664,195
4229,3977,599
4229,4583,296
4229,4111,152
4229,4967,157
4229,5902,529
4229,1907,415
4229,1835,208
4229,1971,432
4229,4751,232
4229,5744,595
4229,2712,574
4229,899,311
4229,2482,400
4229,5788,364
4229,5475,525
4229,1766,478
4229,812,400
4229,5248,177
4229,5084,218
4229,2224,195
4229,5697,922
4229,1320,668
4229,5668,152
4229,1655,325
4229,66,682
4229,5641,477
4229,3862,291
4229,3341,373
4229,5160,194
4229,3802,208
4229,5341,258
4229,1363,471
4229,2470,400
4229,5600,194
4229,1948,201
4229,2052,364
4229,3517,169
4229,1970,400
4229,313,173
4229,44,315
4229,3370,315
4229,4909,156
4229,4728,311
4229,5392,307
4229,4264,868
4229,2090,264
4229,2611,425
4229,4180,485
4229,2939,321
4229,107,196
4229,3749,195
4229,2027,315
4229,2554,400
4229,845,186
4229,555,158
4229,5231,400
4229,1304,221
4229,1095,281
4229,200,325
4229,1953,344
4229,2217,436
4229,2707,743
4229,4088,321
4229,5089,187
4229,462,307
4229,2313,603
4229,2807,354
4229,1286,479
4229,1522,529
4229,5556,195
4229,5644,594
4229,2004,305
4229,35,400
4229,2261,150
4229,2789,161
4229,4619,539
4229,822,325
4229,5810,372
4229,1049,400
4229,872,400
4229,4767,608
4229,5928,485
4229,4414,640
4229,5728,644
4229,2361,153
4229,1147,840
4229,5727,194
4229,4418,218
4229,1775,828
4229,3402,415
4229,4295,194
4229,1949,196
4229,2820,699
4229,3578,436
4229,38,191
4229,5605,315
4229,2990,400
4229,3684,449
4229,1844,305
4229,371,155
4229,1904,153
4229,5303,354
4229,5371,311
4229,5215,178
4229,3905,298
4229,2218,206
4229,5379,315
4229,3671,327
4229,3310,758
4229,34,151
4229,1767,379
4229,2904,729
4229,140,414
4229,1370,400
4229,922,225
4229,5864,234
4229,3876,305
4229,3772,187
4229,2753,400
4229,3843,436
4229,2265,153
4229,433,535
4229,1962,235
4229,2537,201
4229,2782,418
4229,5364,400
4229,898,153
4229,5034,155
4229,2336,341
4229,4442,348
4229,4882,470
4229,2564,438
4229,695,741
4229,4260,449
4229,1005,220
4229,4344,483
4229,536,248
4229,3715,191
4229,4014,169
4229,1702,315
4229,2802,307
4229,3177,315
4229,4271,317
4229,654,315
4229,2739,153
4229,2041,487
4229,4056,325
4229,1122,179
4229,2079,321
4229,4999,151
4234,812,173
4234,2030,303
4234,5810,315
4234,430,167
4234,5310,315
4234,36,167
4234,150,315
4237,606,186
4237,2534,315
4237,5321,397
4237,563,315
4237,3656,382
4237,3842,208
4237,2739,216
4237,1318,156
4237,1976,315
4237,564,223
4238,5810,315
4238,4904,284
4238,3960,150
4238,2030,315
4238,3588,483
4238,5341,295
4238,1459,156
4238,2935,290
4238,1070,433
4238,4830,290
4238,1195,290
4238,5186,404
4238,877,252
4238,638,173
4238,998,288
4238,3721,290
4238,3264,591
4238,3355,262
4239,2166,319
4239,3392,160
4239,1606,171
4239,3510,322
4239,3108,160
4239,5810,315
4239,4689,286
4239,5310,315
4239,2030,315
4239,150,315
4239,3453,232
4239,2904,315
4242,2898,900
4242,4277,900
4242,954,900
4242,5173,400
4242,3641,400
4242,3950,315
4242,4001,400
4242,2605,900
4242,3687,540
4242,2715,900
4242,5158,900
4242,474,900
4242,5315,800
4242,2993,906
4242,4678,900
4242,5580,900
4242,4626,900
4242,898,900
4242,1976,315
4242,191,900
4242,5571,900
4242,4038,900
4242,2509,402
4242,1739,900
4242,2213,900
4242,854,400
4242,2254,900
4242,4645,540
4242,3819,900
4242,1227,900
4242,3104,900
4242,4150,159
