protein1,protein2,combined_score
2658,3209,350
2658,651,187
2658,2053,315
2658,2520,315
2658,877,370
2658,2482,999
2658,4715,208
2658,4431,315
2658,833,295
2658,812,877
2658,3015,362
2658,1272,315
2658,255,395
2658,1155,315
2658,3236,315
2658,2364,999
2658,1887,315
2658,5863,999
2658,1031,372
2658,4455,315
2658,2204,315
2658,1101,315
2658,3194,315
2658,1814,468
2658,880,315
2658,2753,999
2658,3697,315
2658,3687,315
2658,308,795
2658,647,315
2658,2942,315
2658,5400,315
2658,1809,999
2658,1429,315
2658,4448,315
2658,5461,177
2658,1386,477
2658,1120,315
2658,3607,211
2658,5364,999
2658,5571,315
2658,3450,211
2658,5464,999
2658,752,194
2658,5366,999
2658,214,364
2658,4622,200
2658,2733,315
2658,56,463
2658,335,315
2658,1118,298
2658,4221,315
2658,1995,569
2658,3110,315
2658,4446,315
2658,1652,177
2658,2139,211
2658,4035,363
2658,2235,315
2658,4119,315
2658,1866,636
2658,1776,315
2658,5270,999
2658,1082,345
2658,5051,315
2658,4186,999
2658,3969,463
2658,1376,315
2658,1441,346
2658,2394,315
2658,2561,315
2658,1872,999
2658,968,315
2658,1690,547
2658,1858,999
2658,3787,315
2658,2322,315
2658,1494,315
2658,2165,173
2658,1023,192
2658,831,315
2658,4660,315
2658,1358,999
2658,5012,315
2658,5434,315
2658,4165,315
2658,4464,315
2658,2264,315
2658,261,315
2658,1668,656
2658,2419,315
2658,2136,315
2658,4620,315
2658,400,197
2658,4004,315
2658,1726,342
2658,3178,315
2658,4414,518
2658,4595,315
2658,5728,518
2658,1507,315
2658,2434,928
2658,1284,315
2658,3984,315
2658,1615,315
2658,5649,300
2658,3402,999
2658,5879,315
2658,1319,463
2658,1673,678
2658,4253,299
2658,563,473
2658,4566,315
2658,2341,177
2658,4528,315
2658,193,177
2658,1004,315
2658,1493,177
2658,4183,439
2658,1106,275
2658,1744,906
2658,2909,315
2658,1869,305
2658,5437,303
2658,961,315
2658,23,556
2658,41,315
2658,2172,315
2658,2824,991
2658,2303,183
2658,3120,288
2658,3138,841
2658,2357,157
2658,1561,999
2658,3717,400
2658,2145,315
2658,5039,315
2658,5164,315
2658,4877,210
2659,766,469
2659,2040,192
2659,1098,295
2659,5463,159
2659,2537,154
2659,446,222
2659,1809,315
2659,5100,195
2659,5822,156
2659,1976,315
2659,1875,315
2659,1679,192
2659,4999,154
2659,34,154
2659,2165,209
2659,5084,372
2661,4537,923
2661,4471,976
2661,3433,976
2661,4843,976
2661,2509,338
2661,2254,987
2661,341,206
2661,1499,282
2661,1227,987
2661,3611,753
2661,4645,988
2661,4502,282
2661,2747,997
2661,3825,877
2661,1490,894
2661,4978,188
2661,3588,315
2661,4924,412
2661,1770,888
2661,2195,976
2661,5173,412
2661,4914,407
2661,4994,999
2661,4343,999
2661,1033,412
2661,1836,976
2661,5632,976
2661,307,925
2661,1838,992
2661,207,185
2661,5904,996
2661,2482,315
2661,4553,876
2661,2465,976
2661,4709,976
2661,1674,524
2661,1378,987
2661,3070,997
2661,4976,800
2661,5952,800
2661,3707,274
2661,1558,290
2661,1933,976
2661,2825,315
2661,627,997
2661,3024,248
2661,901,199
2661,4582,191
2661,2986,274
2661,836,990
2661,2712,340
2661,4617,976
2661,5851,412
2661,3241,206
2661,1976,315
2661,3849,331
2661,5263,407
2661,2273,258
2661,191,998
2661,1739,935
2661,2213,900
2661,1565,630
2661,5667,171
2661,156,360
2661,3788,206
2661,4774,813
2661,4320,987
2661,3818,976
2661,3222,999
2661,2898,900
2661,5276,582
2661,2857,315
2661,5233,412
2661,4277,900
2661,5192,292
2661,5540,663
2661,3802,999
2661,5315,720
2661,5281,360
2661,780,426
2661,1620,997
2661,4626,987
2661,4678,987
2661,5580,997
2661,1974,902
2661,4486,938
2661,4915,505
2661,3267,976
2661,5342,888
2661,1600,976
2661,5120,800
2661,4631,686
2661,5892,997
2661,4458,987
2661,1880,900
2661,3999,997
2661,3423,687
2661,5463,877
2661,3700,976
2661,3270,407
2661,3317,406
2661,2547,220
2661,3854,987
2661,1989,976
2661,5621,992
2661,5068,282
2661,631,800
2661,5231,315
2661,5310,315
2661,1497,810
2661,1427,888
2661,3648,414
2661,1256,987
2661,4386,715
2661,5890,315
2661,798,800
2661,2526,800
2661,5862,976
2661,5123,220
2661,3819,987
2661,3104,987
2661,4201,655
2661,3360,848
2661,3631,183
2661,3069,992
2661,3412,997
2661,5293,997
2661,3609,304
2661,261,976
2661,1510,407
2661,144,976
2661,1209,800
2661,2540,800
2661,4029,800
2661,5395,997
2661,4620,883
2661,2732,888
2661,2136,997
2661,1712,390
2661,2993,991
2661,2419,999
2661,5810,315
2661,330,360
2661,474,999
2661,5756,979
2661,1665,976
2661,1908,258
2661,972,505
2661,2023,900
2661,3107,293
2661,2267,815
2661,2824,975
2661,2700,880
2661,3426,274
2661,1316,888
2661,1651,998
2661,2257,976
2661,3690,848
2661,5379,315
2661,411,997
2661,2955,321
2661,2145,888
2661,1629,987
2661,3214,852
2661,4730,407
2661,5414,976
2661,3528,248
2661,563,374
2661,2604,407
2661,1319,976
2661,990,720
2661,203,976
2661,5898,992
2661,4373,877
2661,893,317
2661,1634,290
2661,898,905
2661,4038,987
2661,5571,997
2661,1679,997
2661,1165,407
2661,5738,888
2661,3895,997
2661,2095,360
2661,4448,315
2661,5076,976
2661,214,191
2661,5366,199
2661,2597,976
2661,2040,997
2661,1101,297
2661,954,997
2661,3616,888
2661,5570,888
2661,3526,997
2661,5280,997
2661,768,992
2661,2605,987
2661,2280,852
2661,5097,800
2661,5400,412
2661,1809,552
2661,5158,900
2661,3687,997
2661,2715,900
2661,2205,815
2661,3194,976
2661,421,976
2661,4985,360
2661,4242,900
2661,5705,987
2661,4348,888
2661,1441,374
2661,876,976
2661,1376,997
2661,312,976
2661,4019,997
2661,5507,900
2661,4849,900
2661,3969,999
2661,1062,396
2661,2239,979
2661,4796,315
2661,4665,206
2661,2165,916
2661,3787,800
2661,5844,386
2661,4370,997
2661,3110,730
2661,2311,195
2661,2001,976
2661,5811,976
2661,2201,206
2661,56,377
2661,4119,997
2661,1517,800
2661,2025,813
2661,649,991
2661,4035,888
2661,749,988
2661,4993,976
2661,5809,951
2664,3749,257
2664,5392,275
2664,2823,669
2664,845,265
2664,3048,239
2664,3013,265
2664,200,263
2664,744,717
2664,1142,171
2664,2807,368
2664,2902,171
2664,150,315
2664,2860,188
2664,1586,218
2664,4907,395
2664,5596,357
2664,3862,151
2664,4001,385
2664,343,653
2664,2934,327
2664,3728,162
2664,61,264
2664,5472,208
2664,2506,203
2664,273,194
2664,3271,196
2664,2302,327
2664,5143,304
2664,5850,163
2664,4583,336
2664,651,231
2664,2716,218
2664,671,399
2664,730,304
2664,4751,337
2664,1725,325
2664,1971,152
2664,5820,257
2664,2994,222
2664,4715,250
2664,1121,304
2664,2635,213
2664,4628,162
2664,812,626
2664,3377,634
2664,5084,382
2664,766,382
2664,238,336
2664,4389,283
2664,2995,171
2664,5015,164
2664,1758,188
2664,4681,242
2664,4614,162
2664,661,395
2664,4579,372
2664,1995,196
2664,3504,188
2664,133,257
2664,1118,187
2664,4622,239
2664,1866,159
2664,4271,386
2664,3888,194
2664,1652,328
2664,2802,275
2664,3568,184
2664,3197,283
2664,654,168
2664,5022,304
2664,4999,382
2664,831,171
2664,5844,250
2664,405,159
2664,1031,718
2664,2537,382
2664,955,166
2664,5100,231
2664,5864,168
2664,4064,340
2664,611,188
2664,4009,187
2664,1386,196
2664,3010,315
2664,1753,222
2664,4572,629
2664,5339,265
2664,5518,165
2664,680,315
2664,186,164
2664,2336,152
2664,4442,196
2664,193,328
2664,5078,203
2664,1493,385
2664,4363,188
2664,1673,196
2664,23,336
2664,4266,169
2664,5350,189
2664,2818,171
2664,3138,196
2664,2152,257
2664,2303,239
2664,843,448
2664,34,382
2664,2955,222
2664,967,297
2664,4619,168
2664,1726,164
2664,1683,208
2664,400,348
2664,5810,315
2664,5928,592
2664,4414,817
2664,5728,817
2664,917,963
2664,1355,379
2664,2360,316
2667,5080,227
2667,1809,315
2667,4060,177
2667,4221,153
2667,5890,192
2667,1712,165
2667,3310,171
2667,1069,185
2667,1976,315
2667,2470,165
2667,2363,284
2667,3481,284
2667,4686,181
2667,4924,325
2667,238,171
2667,4030,284
2667,5704,284
2667,2167,284
2667,364,321
2667,4583,171
2667,4582,171
2669,150,315
2669,1666,315
2669,5462,156
2669,3588,315
2669,4796,315
2670,4410,156
2670,3185,156
2670,150,315
2673,1342,315
2673,3310,315
2673,150,315
2673,752,332
2674,263,315
2674,1809,315
2674,5810,315
2675,4796,315
2675,1004,288
2675,150,315
2676,5749,650
2676,113,201
2676,2104,288
2676,5810,315
2676,5310,315
2676,2030,315
2676,918,342
2677,451,237
2677,2310,183
2677,660,183
2677,5443,177
2677,1658,157
2677,3609,304
2677,843,315
2677,5186,177
2677,4931,185
2677,5379,315
2677,5355,345
2677,3183,187
2677,3546,177
2677,3829,192
2677,606,181
2677,3684,483
2677,4792,315
2677,3595,315
2677,5911,315
2677,990,185
2677,2712,237
2677,836,181
2677,2964,290
2677,1120,315
2677,3203,477
2677,1976,315
2677,5609,181
2677,4588,191
2677,3462,345
2677,4150,718
2677,4288,257
2677,3023,208
2677,5241,254
2677,4688,181
2677,2898,190
2677,2857,315
2677,774,208
2677,1312,254
2677,1809,315
2677,75,237
2677,3373,237
2677,68,208
2677,2363,171
2677,4536,157
2677,3527,208
2677,1523,315
2677,4796,315
2677,114,467
2677,4063,805
2677,4446,248
2677,4574,181
2677,4058,152
2677,649,185
2677,5313,181
2680,1727,249
2680,1367,291
2680,909,205
2680,318,273
2680,3524,202
2680,4030,232
2680,1766,288
2680,2167,232
2680,877,202
2680,2482,177
2680,784,173
2680,4510,243
2680,4111,291
2680,1571,202
2680,3271,231
2680,5455,156
2680,2234,291
2680,819,544
2680,3453,215
2680,1522,155
2680,2115,838
2680,1095,257
2680,1061,356
2680,2045,264
2680,3481,232
2680,3631,177
2680,5728,282
2680,4414,282
2680,2261,202
2680,4639,202
2680,1358,177
2680,2714,213
2680,4619,243
2680,4453,243
2680,5833,264
2680,1449,205
2680,1106,250
2680,752,250
2680,1386,231
2680,4064,291
2680,5364,191
2680,1312,355
2680,5864,243
2680,922,269
2680,2204,227
2680,5844,210
2680,4999,241
2680,4642,214
2680,4816,182
2680,1995,231
2680,2311,177
2680,2974,241
2680,1260,184
2680,310,250
2680,766,241
2680,3563,355
2680,5084,241
2680,5475,156
2680,5704,232
2680,492,214
2680,5851,155
2680,1725,274
2680,2928,544
2680,1670,205
2680,1917,250
2680,4909,291
2680,4869,264
2680,1976,350
2680,5540,177
2680,5668,291
2680,3862,202
2680,2363,232
2680,5089,517
2680,2807,243
2680,5231,191
2680,5928,202
2680,822,291
2680,3268,186
2680,2789,224
2680,1561,177
2680,34,241
2680,2824,171
2680,3934,215
2680,3138,231
2680,5215,202
2680,4747,205
2680,4808,215
2680,1673,231
2680,4725,202
2680,4572,266
2680,2753,188
2680,2537,241
2680,5241,355
2680,1031,274
2680,1858,171
2680,5659,183
2680,1023,250
2680,654,243
2680,1005,291
2683,1727,158
2683,3929,153
2683,3320,245
2683,4781,768
2683,1712,189
2683,3833,218
2683,5625,191
2683,563,315
2683,36,173
2683,1976,315
2683,5815,315
2683,2804,602
2683,1823,169
2683,5334,191
2684,5505,714
2684,2490,377
2684,4796,315
2684,4600,568
2684,3665,995
2684,877,818
2684,744,179
2684,4411,766
2684,1119,963
2684,4747,600
2684,833,747
2684,24,600
2684,3266,900
2684,5429,898
2684,4426,908
2684,3731,963
2684,3716,995
2684,2063,748
2684,1991,784
2684,48,932
2684,1670,772
2684,3899,995
2684,3841,404
2684,2785,922
2684,1951,804
2684,2072,448
2684,193,315
2684,746,657
2684,4027,258
2684,2701,234
2684,1864,600
2684,5134,600
2684,1775,685
2684,2562,286
2684,4830,786
2684,5720,941
2684,5706,498
2684,169,880
2684,1386,248
2684,1397,748
2684,5944,847
2684,4245,913
2684,1668,212
2684,1425,900
2684,4107,620
2684,5191,952
2684,880,479
2684,308,777
2684,88,714
2684,4973,746
2684,2567,600
2685,1232,273
2685,1031,216
2685,4225,401
2685,1082,254
2685,1776,151
2685,1652,287
2685,1284,352
2685,400,211
2685,3134,209
2685,1444,483
2685,23,295
2685,1493,283
2685,670,165
2685,2790,195
2685,3864,315
2685,2302,157
2685,559,247
2685,5850,512
2685,3849,209
2685,4001,283
2685,254,222
2685,3204,225
2685,5231,157
2685,5310,315
2685,2320,165
2685,4681,179
2685,4261,151
2685,5581,398
2685,1725,216
2685,4442,175
2685,5364,157
2685,3926,675
2685,33,177
2685,5390,275
2685,5356,152
2685,5555,194
2685,5728,231
2685,4414,243
2685,2885,234
2685,658,273
2685,1756,271
2685,5512,271
2685,193,287
2685,4904,273
2685,632,209
2685,2934,157
2685,5596,221
2685,5154,169
2685,3611,170
2685,2633,191
2685,2088,173
2685,4269,158
2685,2190,169
2685,4751,287
2685,1161,223
2685,36,175
2688,2091,269
2688,2628,560
2688,5310,315
2688,5810,315
2688,5831,560
2688,2778,183
2688,2088,191
2688,5615,199
2688,1319,191
2688,5356,213
2688,4645,191
2688,4015,420
2688,4796,315
2688,4666,587
2688,3588,315
2688,5498,560
2688,2062,449
2688,1976,315
2688,1061,208
2688,847,173
2688,1441,315
2688,871,221
2688,2267,214
2689,4763,900
2689,2530,540
2689,4186,611
2689,398,900
2689,3948,990
2689,1134,540
2689,5379,315
2689,3864,991
2689,904,512
2690,3750,208
2690,988,600
2690,36,171
2690,4475,600
2690,740,179
2690,1161,191
2690,4583,322
2690,451,213
2690,657,600
2690,4541,600
2690,238,322
2690,5550,424
2690,5810,315
2690,3230,177
2690,2148,210
2690,5351,265
2690,4181,290
2690,5420,600
2690,270,432
2690,5915,313
2690,2030,315
2690,271,179
2691,5810,315
2691,563,315
2691,3377,442
2691,843,286
2691,1976,315
2693,1103,288
2693,2976,286
2693,150,315
2693,3573,286
2693,4895,315
2693,4948,286
2693,2825,315
2693,4583,315
2693,2571,286
2693,5430,313
2693,3572,461
2693,5550,313
2693,238,315
2693,5810,315
2696,1929,267
2696,337,400
2696,854,194
2696,4032,483
2696,273,163
2696,5843,227
2696,3588,315
2696,3888,163
2696,993,199
2696,1082,181
2697,4796,463
2697,2747,155
2697,411,323
2697,2030,307
2697,1976,315
2697,4471,167
2697,1376,158
2697,1386,315
2697,1739,315
2697,5667,404
2697,23,483
2697,5310,315
2697,4792,315
2697,4751,159
2697,1836,222
2697,1098,325
2697,3616,186
2697,3807,447
2697,627,288
2698,565,984
2698,3382,385
2698,4399,385
2698,4796,342
2698,2176,819
2698,4882,478
2698,1868,199
2698,23,400
2698,3612,197
2698,1475,171
2698,1712,153
2698,334,996
2698,4362,997
2700,627,880
2700,2201,201
2700,5280,880
2700,2547,252
2700,3412,880
2700,3344,286
2700,3999,880
2700,1629,951
2700,3214,252
2700,954,880
2700,3616,211
2700,261,194
2700,2993,953
2700,893,211
2700,474,957
2700,1620,848
2700,1256,951
2700,4626,951
2700,4386,228
2700,5580,880
2700,4678,951
2700,2605,951
2700,3854,951
2700,4914,228
2700,836,951
2700,5898,951
2700,649,951
2700,4484,156
2700,5904,961
2700,2509,424
2700,3895,426
2700,2254,931
2700,5705,951
2700,4038,951
2700,5571,880
2700,191,880
2700,3690,938
2700,4320,951
2700,4458,931
2700,1490,931
2700,411,914
2700,2661,880
2700,4370,880
2700,3222,951
2700,5123,252
2700,3819,951
2700,1674,228
2700,1227,951
2700,3104,951
2700,1378,931
2700,2239,857
2700,4631,228
2700,4645,424
2700,1651,880
2700,5892,880
2700,3070,880
2700,2747,848
2700,3360,938
2701,5429,302
2701,752,398
2701,3716,237
2701,4426,343
2701,2366,315
2701,3815,280
2701,5187,243
2701,4856,260
2701,5821,224
2701,3599,445
2701,1976,315
2701,3813,295
2701,2964,467
2701,3899,203
2701,2684,234
2701,5904,274
2705,2610,315
2707,943,610
2707,2622,269
2707,737,203
2707,1658,612
2707,1568,203
2707,4541,156
2707,5227,203
2707,4229,743
2707,822,171
2707,5810,315
2707,3226,203
2707,4410,203
2707,5704,220
2707,1075,203
2707,5788,165
2707,3905,179
2707,2166,198
2707,4265,203
2707,1831,480
2707,1424,179
2707,5833,452
2707,4583,202
2707,4177,203
2707,1835,741
2707,296,203
2707,3767,203
2707,2440,189
2707,4448,315
2707,2052,179
2707,3517,205
2707,1976,315
2707,1026,203
2707,2938,203
2707,2431,203
2707,695,999
2707,140,179
2707,2156,203
2707,974,203
2707,646,173
2707,2060,203
2707,4899,173
2707,1110,991
2707,5782,203
2707,4007,203
2707,1694,278
2707,4579,203
2707,4014,741
2707,3481,244
2707,2104,203
2707,1516,252
2707,2802,315
2707,5310,315
2709,2477,288
2710,1660,250
2711,2287,179
2711,310,358
2711,1917,172
2711,3588,315
2711,1072,601
2711,3402,315
2711,3611,509
2711,5154,192
2711,5455,202
2711,2160,962
2711,572,468
2711,5588,173
2711,1397,286
2711,1106,399
2711,1634,286
2711,4028,402
2711,5310,403
2711,4108,982
2711,3459,491
2711,2063,286
2711,432,900
2711,401,978
2711,4967,972
2711,4446,191
2711,812,997
2711,5379,315
2711,1023,244
2711,4250,992
2711,4948,286
2712,1441,315
2712,1376,315
2712,579,315
2712,5705,315
2712,1082,295
2712,3969,335
2712,4849,195
2712,2739,315
2712,5507,315
2712,728,315
2712,4660,195
2712,4308,195
2712,5844,218
2712,5151,331
2712,3787,441
2712,2001,315
2712,5396,315
2712,3110,195
2712,56,315
2712,649,315
2712,2025,424
2712,4119,158
2712,1702,315
2712,5809,346
2712,5169,286
2712,176,286
2712,4588,286
2712,3401,286
2712,4038,315
2712,2976,416
2712,5030,315
2712,2661,340
2712,1828,315
2712,4638,483
2712,5390,315
2712,2923,315
2712,1370,463
2712,1031,286
2712,2544,376
2712,2715,315
2712,3697,286
2712,1429,315
2712,1809,315
2712,5400,286
2712,33,286
2712,1194,331
2712,421,315
2712,3194,286
2712,2023,315
2712,3275,315
2712,1908,418
2712,3100,185
2712,5721,286
2712,1018,371
2712,3858,286
2712,2093,315
2712,5607,286
2712,1316,286
2712,1163,315
2712,5750,315
2712,2145,315
2712,411,441
2712,5039,315
2712,4566,439
2712,3344,315
2712,1319,187
2712,563,441
2712,5601,286
2712,1673,322
2712,1342,257
2712,1961,286
2712,4611,424
2712,4108,309
2712,990,315
2712,23,364
2712,476,286
2712,2846,185
2712,2859,286
2712,2541,470
2712,609,315
2712,4039,315
2712,5230,492
2712,1138,315
2712,3104,315
2712,261,400
2712,3609,642
2712,4464,406
2712,3108,286
2712,5166,195
2712,5135,315
2712,4229,574
2712,1510,195
2712,1459,286
2712,144,315
2712,2261,473
2712,2136,340
2712,1712,195
2712,91,829
2712,4004,286
2712,155,331
2712,474,315
2712,2419,315
2712,2993,315
2712,5876,315
2712,1600,315
2712,646,286
2712,5048,364
2712,1682,315
2712,5699,315
2712,1818,325
2712,772,286
2712,4458,424
2712,4523,286
2712,2547,315
2712,3317,286
2712,3270,335
2712,5463,195
2712,5524,315
2712,5094,286
2712,5310,286
2712,191,335
2712,2273,388
2712,1976,346
2712,5609,363
2712,2213,315
2712,1103,327
2712,4547,286
2712,1739,363
2712,313,315
2712,3560,315
2712,2302,404
2712,5850,315
2712,3222,335
2712,4050,351
2712,3964,327
2712,3286,315
2712,4320,315
2712,4277,349
2712,686,185
2712,150,315
2712,2934,165
2712,2470,179
2712,4434,187
2712,4678,315
2712,2523,441
2712,1620,315
2712,780,315
2712,5315,424
2712,1838,315
2712,307,424
2712,3608,243
2712,2465,286
2712,1290,286
2712,3283,315
2712,255,286
2712,1378,315
2712,3407,315
2712,1028,286
2712,3165,286
2712,957,315
2712,3893,286
2712,1092,286
2712,4111,315
2712,3448,169
2712,1228,187
2712,1724,414
2712,627,315
2712,2298,286
2712,836,315
2712,29,286
2712,1123,363
2712,5932,315
2712,2677,237
2712,3513,286
2712,4751,394
2712,5553,441
2712,1966,315
2712,5443,195
2712,4141,315
2712,4471,315
2712,4537,195
2712,4843,441
2712,2509,441
2712,3532,193
2712,739,195
2712,4645,315
2712,5779,424
2712,1227,315
2712,4596,315
2712,4924,286
2712,1569,315
2712,1711,322
2712,2350,187
2712,1698,448
2712,2488,187
2712,5713,286
2712,5173,315
2712,1130,286
2712,5004,315
2712,1088,286
2712,4994,315
2712,1836,370
2712,331,315
2712,1664,254
2712,4030,162
2712,3878,310
2712,4833,364
2714,3905,298
2714,2965,328
2714,720,423
2714,3845,212
2714,4751,367
2714,1617,315
2714,2190,315
2714,23,370
2714,193,362
2714,3829,302
2714,2371,213
2714,1072,286
2714,4295,213
2714,1086,295
2714,5727,213
2714,1313,329
2714,3878,304
2714,2732,191
2714,4261,841
2714,5292,483
2714,2740,660
2714,3268,999
2714,47,189
2714,2334,329
2714,2680,213
2714,2092,213
2714,462,404
2714,5236,435
2714,3816,213
2714,744,213
2714,1600,191
2714,1061,751
2714,1652,362
2714,555,175
2714,1776,985
2714,4180,212
2714,107,213
2714,4319,212
2714,4002,762
2714,3523,637
2714,1976,315
2714,3274,240
2714,5160,213
2714,421,191
2714,5600,213
2714,4913,828
2714,5570,191
2714,2904,315
2714,150,315
2715,2167,171
2715,5904,900
2715,1766,216
2715,5704,171
2715,5780,329
2715,307,315
2715,4932,790
2715,3377,397
2715,5084,277
2715,2224,305
2715,1378,900
2715,3192,483
2715,36,410
2715,627,900
2715,4583,567
2715,3243,222
2715,1725,151
2715,4980,315
2715,651,214
2715,2712,315
2715,2192,315
2715,836,900
2715,730,371
2715,3658,181
2715,5413,315
2715,3443,229
2715,2254,902
2715,5443,380
2715,3415,515
2715,4537,426
2715,1202,186
2715,1711,856
2715,5237,426
2715,3855,483
2715,5779,363
2715,4645,540
2715,1227,907
2715,3993,301
2715,318,300
2715,238,459
2715,5397,201
2715,766,278
2715,4030,445
2715,5159,186
2715,1295,790
2715,2999,343
2715,1260,267
2715,3349,720
2715,1304,163
2715,744,162
2715,3373,315
2715,4486,252
2715,3483,275
2715,1974,925
2715,1880,996
2715,2363,171
2715,4458,910
2715,5670,403
2715,2424,315
2715,4347,286
2715,5463,401
2715,4264,351
2715,3749,568
2715,3481,171
2715,107,185
2715,3325,555
2715,1516,202
2715,828,392
2715,3960,175
2715,1256,900
2715,3854,900
2715,4032,307
2715,2196,286
2715,1970,465
2715,3560,571
2715,1739,905
2715,2213,913
2715,5455,194
2715,3517,706
2715,1976,315
2715,191,900
2715,4320,900
2715,3222,900
2715,2389,790
2715,1593,224
2715,4869,615
2715,4299,160
2715,4958,581
2715,1708,363
2715,2898,900
2715,3453,278
2715,3341,288
2715,4277,901
2715,2857,315
2715,5233,489
2715,5315,720
2715,5580,900
2715,4678,900
2715,5160,185
2715,4626,900
2715,1363,320
2715,974,523
2715,5600,185
2715,343,214
2715,2023,900
2715,5756,900
2715,411,900
2715,5379,315
2715,3717,465
2715,1561,191
2715,1316,315
2715,4018,302
2715,3310,315
2715,4265,335
2715,34,154
2715,5174,391
2715,1651,900
2715,1629,978
2715,459,169
2715,5911,377
2715,990,720
2715,1410,163
2715,5898,900
2715,4414,313
2715,5728,323
2715,2822,315
2715,3273,181
2715,5727,185
2715,3104,900
2715,3962,286
2715,3819,900
2715,4295,185
2715,506,495
2715,503,288
2715,474,900
2715,2993,900
2715,3950,315
2715,1712,162
2715,5507,900
2715,935,495
2715,4849,901
2715,3969,900
2715,5705,900
2715,4242,900
2715,4370,900
2715,4660,171
2715,2239,900
2715,5022,154
2715,4999,154
2715,5487,337
2715,3350,315
2715,2741,223
2715,649,900
2715,3965,790
2715,3282,315
2715,2964,497
2715,2227,632
2715,898,900
2715,4038,900
2715,5571,900
2715,2661,900
2715,5903,457
2715,4193,292
2715,1031,151
2715,3641,295
2715,1828,319
2715,4638,424
2715,954,900
2715,880,574
2715,5100,738
2715,33,221
2715,2605,978
2715,2537,154
2715,3687,540
2715,5158,999
2716,1121,182
2716,2167,310
2716,2994,381
2716,5704,310
2716,1075,299
2716,2087,287
2716,5820,387
2716,629,179
2716,901,375
2716,1161,183
2716,5321,165
2716,1907,152
2716,730,182
2716,3767,299
2716,737,299
2716,5443,352
2716,1758,381
2716,1711,364
2716,1568,299
2716,5227,299
2716,4030,310
2716,4261,446
2716,591,169
2716,200,153
2716,2363,473
2716,4007,299
2716,2807,254
2716,5392,510
2716,3481,310
2716,3749,387
2716,828,443
2716,2104,472
2716,2045,424
2716,1103,542
2716,5818,370
2716,1976,315
2716,694,370
2716,2938,299
2716,5460,194
2716,1843,415
2716,5850,447
2716,5143,182
2716,4869,424
2716,4958,186
2716,4299,370
2716,2857,315
2716,2860,381
2716,974,299
2716,371,382
2716,2152,403
2716,350,541
2716,3671,309
2716,2965,263
2716,5833,424
2716,720,263
2716,5607,286
2716,4265,299
2716,4363,381
2716,193,317
2716,4177,299
2716,296,299
2716,1844,309
2716,516,456
2716,2748,304
2716,5230,352
2716,4675,252
2716,4888,351
2716,2004,309
2716,4643,295
2716,4619,254
2716,311,174
2716,5810,315
2716,4410,299
2716,3226,299
2716,2060,299
2716,654,254
2716,5782,299
2716,5022,182
2716,2165,171
2716,2664,218
2716,3504,505
2716,4579,299
2716,133,387
2716,2802,510
2716,3058,415
2716,1776,446
2716,2297,448
2716,1120,500
2716,69,295
2716,3010,315
2716,611,381
2716,252,262
2716,5034,382
2716,1026,355
2716,4572,233
2716,5366,235
2716,683,169
2716,752,185
2716,2431,299
2716,5241,251
2716,5149,158
2716,2156,299
2716,1312,251
2716,3876,309
2716,5864,254
2716,1962,185
2716,5400,192
2716,1809,235
2716,2510,158
2718,3134,295
2718,907,781
2718,3310,315
2718,1765,808
2718,4214,338
2718,3315,315
2718,2824,295
2718,3683,478
2718,2245,800
2718,1614,991
2718,39,983
2718,4831,998
2718,4996,664
2718,4659,432
2718,4511,338
2718,2025,177
2718,5719,607
2718,5313,190
2718,4640,656
2718,36,175
2718,4157,315
2718,5595,158
2718,3588,197
2718,680,999
2718,4193,286
2718,2747,155
2718,2348,199
2718,3611,295
2718,2964,441
2718,847,434
2718,4930,998
2718,5571,246
2718,3433,222
2718,3772,193
2718,5810,377
2718,3605,441
2718,1712,179
2718,2470,171
2718,3950,299
2718,1305,224
2718,3268,177
2718,2857,315
2718,2904,315
2721,907,177
2721,1825,370
2721,3134,444
2721,3950,315
2721,3315,315
2721,4213,177
2721,739,177
2721,2298,315
2721,441,177
2721,4556,177
2721,1809,315
2721,5673,177
2721,238,315
2721,2339,315
2721,36,183
2721,4568,177
2721,843,315
2721,563,315
2721,2273,315
2721,5679,177
2721,1976,315
2721,4583,315
2721,350,177
2722,2537,230
2722,3007,250
2722,4009,169
2722,186,164
2722,4622,551
2722,4999,230
2722,1683,208
2722,1726,673
2722,3539,205
2722,917,365
2722,5512,196
2722,1756,196
2722,3138,250
2722,2303,551
2722,34,230
2722,967,265
2722,4907,191
2722,2934,198
2722,5472,208
2722,2302,198
2722,1918,483
2722,766,230
2722,2982,159
2722,5015,164
2722,661,191
2722,5084,230
2723,2143,497
2723,4960,304
2723,5379,315
2723,4659,622
2723,1161,332
2723,3516,286
2723,3980,289
2723,4498,511
2723,3611,368
2723,2193,156
2723,2462,586
2723,3971,295
2723,5810,315
2723,3787,159
2723,2409,604
2723,1875,299
2723,1308,425
2723,5310,315
2723,956,183
2723,4063,270
2723,3342,173
2723,1593,158
2723,2030,315
2723,1976,315
2723,5738,295
2723,1739,315
2723,308,208
2723,88,290
2723,1809,315
2723,4147,511
2723,3194,295
2723,4107,309
2723,94,301
2723,2418,295
2725,4111,438
2725,1005,343
2725,2163,319
2725,3527,199
2725,5379,315
2725,5668,438
2725,5289,562
2725,3331,467
2725,1295,186
2725,822,343
2725,1820,801
